artikelnr;karpi_code;omschrijving
428150017;GOLD15DZ240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: DZ99
428150018;GOLD15DZ250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: DZ99
428150019;GOLD15DZ300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: DZ99
428159996;GOLD15DZMAATWK;
428159995;GOLD15K0MAATWK;
428159994;GOLD15K1MAATWK;
428159993;GOLD15K2MAATWK;
428159992;GOLD15K3MAATWK;
428159991;GOLD15K4MAATWK;
428159990;GOLD15K5MAATWK;
428159989;GOLD15K6MAATWK;
428159988;GOLD15K7MAATWK;
428159987;GOLD15K8MAATWK;
428159986;GOLD15K9MAATWK;
428150020;GOLD15KA060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: KA11
428150021;GOLD15KA090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: KA11
428150022;GOLD15KA130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: KA11
428150023;GOLD15KA160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: KA11
428150024;GOLD15KA200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: KA11
428150025;GOLD15KA200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: KA11
428150026;GOLD15KA200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: KA11
428150027;GOLD15KA240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: KA11
428150028;GOLD15KA250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: KA11
428150029;GOLD15KA300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: KA11
428159985;GOLD15KAMAATWK;
428150030;GOLD15KB060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: KB12
428150031;GOLD15KB090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: KB12
428150032;GOLD15KB130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: KB12
428150033;GOLD15KB160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: KB12
428150034;GOLD15KB200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: KB12
428150035;GOLD15KB200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: KB12
428150036;GOLD15KB200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: KB12
428150037;GOLD15KB240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: KB12
428150038;GOLD15KB250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: KB12
428150039;GOLD15KB300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: KB12
428159984;GOLD15KBMAATWK;
428150040;GOLD15KC060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: KC13
428150041;GOLD15KC090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: KC13
428150042;GOLD15KC130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: KC13
428150043;GOLD15KC160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: KC13
428150044;GOLD15KC200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: KC13
428150045;GOLD15KC200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: KC13
428150046;GOLD15KC200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: KC13
428150047;GOLD15KC240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: KC13
428150048;GOLD15KC250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: KC13
428150049;GOLD15KC300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: KC13
428159983;GOLD15KCMAATWK;
428150050;GOLD15KE060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: KE15
428150051;GOLD15KE090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: KE15
428150052;GOLD15KE130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: KE15
428150053;GOLD15KE160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: KE15
428150054;GOLD15KE200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: KE15
428150055;GOLD15KE200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: KE15
428150056;GOLD15KE200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: KE15
428150057;GOLD15KE240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: KE15
428150058;GOLD15KE250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: KE15
428150059;GOLD15KE300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: KE15
428159982;GOLD15KEMAATWK;
428150291;GOLD15KF035035;SISAL GOLD KLEUR 15 CA:035x035 cm
428150060;GOLD15KF060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: KF16
428150312;GOLD15KF080150;SISAL GOLD Kleur 15 CA: 080x150 cm BAND: KF16
428150061;GOLD15KF090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: KF16
428150313;GOLD15KF120170;SISAL GOLD Kleur 15 CA: 120x170 cm BAND: KF16
428150062;GOLD15KF130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: KF16
428150314;GOLD15KF160230;SISAL GOLD Kleur 15 CA: 160x230 cm BAND: KF16
428150063;GOLD15KF160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: KF16
428150064;GOLD15KF200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: KF16
428150065;GOLD15KF200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: KF16
428150066;GOLD15KF200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: KF16
428150298;GOLD15KF210220;SISAL GOLD KLEUR 15 CA:210x220 cm Band: KF16
428150299;GOLD15KF210270;SISAL GOLD KLEUR 15 CA:210x270 cm Band: KF16
428150067;GOLD15KF240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: KF16
428150068;GOLD15KF250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: KF16
428150069;GOLD15KF300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: KF16
428159981;GOLD15KFMAATWK;
428150070;GOLD15KH060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: KH18
428150071;GOLD15KH090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: KH18
428150072;GOLD15KH130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: KH18
428150073;GOLD15KH160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: KH18
428150074;GOLD15KH200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: KH18
428150075;GOLD15KH200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: KH18
428150076;GOLD15KH200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: KH18
428150077;GOLD15KH240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: KH18
428150078;GOLD15KH250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: KH18
428150079;GOLD15KH300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: KH18
428159980;GOLD15KHMAATWK;
428150080;GOLD15KJ060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: KJ20
428150081;GOLD15KJ090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: KJ20
428150082;GOLD15KJ130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: KJ20
428150083;GOLD15KJ160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: KJ20
428150084;GOLD15KJ200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: KJ20
428150085;GOLD15KJ200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: KJ20
428150086;GOLD15KJ200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: KJ20
428150087;GOLD15KJ240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: KJ20
428150088;GOLD15KJ250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: KJ20
428150089;GOLD15KJ300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: KJ20
428159979;GOLD15KJMAATWK;
428150090;GOLD15KK060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: KK21
428150091;GOLD15KK090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: KK21
428150092;GOLD15KK130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: KK21
428150093;GOLD15KK160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: KK21
428150094;GOLD15KK200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: KK21
428150095;GOLD15KK200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: KK21
428150096;GOLD15KK200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: KK21
428150097;GOLD15KK240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: KK21
428150098;GOLD15KK250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: KK21
428150099;GOLD15KK300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: KK21
428159978;GOLD15KKMAATWK;
428150100;GOLD15KL060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: KL22
428150101;GOLD15KL090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: KL22
428150102;GOLD15KL130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: KL22
428150103;GOLD15KL160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: KL22
428150104;GOLD15KL200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: KL22
428150105;GOLD15KL200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: KL22
428150106;GOLD15KL200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: KL22
428150107;GOLD15KL240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: KL22
428150108;GOLD15KL250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: KL22
428150109;GOLD15KL300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: KL22
428159977;GOLD15KLMAATWK;
428150110;GOLD15KM060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: KM23
428150111;GOLD15KM090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: KM23
428150112;GOLD15KM130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: KM23
428150113;GOLD15KM160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: KM23
428150114;GOLD15KM200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: KM23
428150115;GOLD15KM200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: KM23
428150116;GOLD15KM200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: KM23
428150117;GOLD15KM240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: KM23
428150118;GOLD15KM250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: KM23
428150119;GOLD15KM300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: KM23
428159976;GOLD15KMMAATWK;
428150120;GOLD15KN060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: KN24
428150121;GOLD15KN090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: KN24
428150122;GOLD15KN130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: KN24
428150123;GOLD15KN160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: KN24
428150124;GOLD15KN200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: KN24
428150125;GOLD15KN200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: KN24
428150126;GOLD15KN200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: KN24
428150127;GOLD15KN240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: KN24
428150128;GOLD15KN250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: KN24
428150129;GOLD15KN300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: KN24
428159975;GOLD15KNMAATWK;
428159974;GOLD15KOMAATWK;
428150130;GOLD15KP060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: KP38
428150131;GOLD15KP090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: KP38
428150132;GOLD15KP130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: KP38
428150133;GOLD15KP160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: KP38
428150134;GOLD15KP200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: KP38
428150135;GOLD15KP200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: KP38
428150136;GOLD15KP200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: KP38
428150137;GOLD15KP240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: KP38
428150138;GOLD15KP250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: KP38
428150139;GOLD15KP300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: KP38
428159973;GOLD15KPMAATWK;
428159972;GOLD15KRMAATWK;
428159971;GOLD15KSMAATWK;
428159970;GOLD15KTMAATWK;
428150140;GOLD15LI060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: LI19
428150141;GOLD15LI090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: LI19
428150142;GOLD15LI130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: LI19
428150143;GOLD15LI160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: LI19
428150144;GOLD15LI200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: LI19
428150145;GOLD15LI200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: LI19
428150146;GOLD15LI200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: LI19
428150147;GOLD15LI240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: LI19
428150148;GOLD15LI250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: LI19
428150149;GOLD15LI300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: LI19
428159969;GOLD15LIMAATWK;
428159999;GOLD15MAATWERK;
428150150;GOLD15NA060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: NA11
428150151;GOLD15NA090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: NA11
428150152;GOLD15NA130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: NA11
428150153;GOLD15NA160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: NA11
428150154;GOLD15NA200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: NA11
428150155;GOLD15NA200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: NA11
428150156;GOLD15NA200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: NA11
428150157;GOLD15NA240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: NA11
428150158;GOLD15NA250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: NA11
428150159;GOLD15NA300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: NA11
428159968;GOLD15NAMAATWK;
428150160;GOLD15NB060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: NB12
428150161;GOLD15NB090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: NB12
428150162;GOLD15NB130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: NB12
428150163;GOLD15NB160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: NB12
428150164;GOLD15NB200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: NB12
428150165;GOLD15NB200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: NB12
428150166;GOLD15NB200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: NB12
428150167;GOLD15NB240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: NB12
428150168;GOLD15NB250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: NB12
428150169;GOLD15NB300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: NB12
428159967;GOLD15NBMAATWK;
428150170;GOLD15NH060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: NH18
428150171;GOLD15NH090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: NH18
428150172;GOLD15NH130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: NH18
428150173;GOLD15NH160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: NH18
428150174;GOLD15NH200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: NH18
428150175;GOLD15NH200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: NH18
428150176;GOLD15NH200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: NH18
428150177;GOLD15NH240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: NH18
428150178;GOLD15NH250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: NH18
428150179;GOLD15NH300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: NH18
428159966;GOLD15NHMAATWK;
428150180;GOLD15NO060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: NO25
428150181;GOLD15NO090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: NO25
428150182;GOLD15NO130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: NO25
428150183;GOLD15NO160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: NO25
428150184;GOLD15NO200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: NO25
428150185;GOLD15NO200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: NO25
428150186;GOLD15NO200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: NO25
428150187;GOLD15NO240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: NO25
428150188;GOLD15NO250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: NO25
428150189;GOLD15NO300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: NO25
428159965;GOLD15NOMAATWK;
428150293;GOLD15RM060120;SISAL GOLD KLEUR 15 CA:060x120 cm Band: RM
428150294;GOLD15RM080250;SISAL GOLD KLEUR 15 CA:080x250 cm Band: RM
428150290;GOLD15RM160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: R4
428150295;GOLD15RM200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: RM
428159964;GOLD15SBMAATWK;
428150190;GOLD15SE060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: SE15
428150191;GOLD15SE090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: SE15
428150192;GOLD15SE130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: SE15
428150193;GOLD15SE160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: SE15
428150194;GOLD15SE200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: SE15
428150195;GOLD15SE200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: SE15
428150196;GOLD15SE200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: SE15
428150197;GOLD15SE240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: SE15
428150198;GOLD15SE250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: SE15
428150199;GOLD15SE300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: SE15
428159963;GOLD15SEMAATWK;
428150200;GOLD15SF060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: SF16
428150201;GOLD15SF090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: SF16
428150202;GOLD15SF130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: SF16
428150203;GOLD15SF160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: SF16
428150204;GOLD15SF200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: SF16
428150205;GOLD15SF200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: SF16
428150206;GOLD15SF200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: SF16
428150207;GOLD15SF240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: SF16
428150208;GOLD15SF250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: SF16
428150209;GOLD15SF300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: SF16
428159962;GOLD15SFMAATWK;
428150210;GOLD15SG060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: SG17
428150211;GOLD15SG090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: SG17
428150212;GOLD15SG130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: SG17
428150213;GOLD15SG160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: SG17
428150214;GOLD15SG200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: SG17
428150215;GOLD15SG200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: SG17
428150216;GOLD15SG200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: SG17
428150217;GOLD15SG240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: SG17
428150218;GOLD15SG250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: SG17
428150219;GOLD15SG300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: SG17
428159961;GOLD15SGMAATWK;
428150220;GOLD15SH060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: SH18
428150221;GOLD15SH090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: SH18
428150222;GOLD15SH130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: SH18
428150223;GOLD15SH160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: SH18
428150224;GOLD15SH200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: SH18
428150225;GOLD15SH200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: SH18
428150226;GOLD15SH200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: SH18
428150227;GOLD15SH240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: SH18
428150228;GOLD15SH250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: SH18
428150229;GOLD15SH300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: SH18
428159960;GOLD15SHMAATWK;
428150230;GOLD15SI060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: SI19
428150231;GOLD15SI090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: SI19
428150232;GOLD15SI130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: SI19
428150233;GOLD15SI160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: SI19
428150234;GOLD15SI200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: SI19
428150235;GOLD15SI200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: SI19
428150236;GOLD15SI200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: SI19
428150237;GOLD15SI240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: SI19
428150238;GOLD15SI250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: SI19
428150239;GOLD15SI300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: SI19
428159959;GOLD15SIMAATWK;
428150240;GOLD15SJ060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: SJ20
428150241;GOLD15SJ090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: SJ20
428150242;GOLD15SJ130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: SJ20
428150243;GOLD15SJ160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: SJ20
428150244;GOLD15SJ200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: SJ20
428150245;GOLD15SJ200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: SJ20
428150246;GOLD15SJ200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: SJ20
428150247;GOLD15SJ240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: SJ20
428150248;GOLD15SJ250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: SJ20
428150249;GOLD15SJ300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: SJ20
428159958;GOLD15SJMAATWK;
428150250;GOLD15SK060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: SK21
428150251;GOLD15SK090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: SK21
428150252;GOLD15SK130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: SK21
428150253;GOLD15SK160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: SK21
428150254;GOLD15SK200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: SK21
428150255;GOLD15SK200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: SK21
428150256;GOLD15SK200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: SK21
428150257;GOLD15SK240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: SK21
428150258;GOLD15SK250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: SK21
428150259;GOLD15SK300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: SK21
428159957;GOLD15SKMAATWK;
428150260;GOLD15SL060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: SL22
428150261;GOLD15SL090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: SL22
428150262;GOLD15SL130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: SL22
428150263;GOLD15SL160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: SL22
428150264;GOLD15SL200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: SL22
428150265;GOLD15SL200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: SL22
428150266;GOLD15SL200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: SL22
428150267;GOLD15SL240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: SL22
428150268;GOLD15SL250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: SL22
428150269;GOLD15SL300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: SL22
428159956;GOLD15SLMAATWK;
428150270;GOLD15SM060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: SM23
428150271;GOLD15SM090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: SM23
428150272;GOLD15SM130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: SM23
428150273;GOLD15SM160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: SM23
428150274;GOLD15SM200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: SM23
428150275;GOLD15SM200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: SM23
428150276;GOLD15SM200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: SM23
428150277;GOLD15SM240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: SM23
428150278;GOLD15SM250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: SM23
428150279;GOLD15SM300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: SM23
428159955;GOLD15SMMAATWK;
428150280;GOLD15SP060133;SISAL GOLD KLEUR 15 CA:060x133 cm Band: SP38
428150281;GOLD15SP090160;SISAL GOLD KLEUR 15 CA:090x160 cm Band: SP38
428150282;GOLD15SP130190;SISAL GOLD KLEUR 15 CA:130x190 cm Band: SP38
428150283;GOLD15SP160240;SISAL GOLD KLEUR 15 CA:160x240 cm Band: SP38
428150284;GOLD15SP200000;SISAL GOLD KLEUR 15 CA: 200 cm ROND Band: SP38
428150285;GOLD15SP200240;SISAL GOLD KLEUR 15 CA:200x240 cm Band: SP38
428150286;GOLD15SP200290;SISAL GOLD KLEUR 15 CA:200x290 cm Band: SP38
428150287;GOLD15SP240000;SISAL GOLD KLEUR 15 CA: 240 cm ROND Band: SP38
428150288;GOLD15SP250350;SISAL GOLD KLEUR 15 CA:250x350 cm Band: SP38
428150289;GOLD15SP300400;SISAL GOLD KLEUR 15 CA:300x400 cm Band: SP38
428159954;GOLD15SPMAATWK;
